Number,Name,Eruption Number,Category,Country,VEI,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
257040,Ambrym,15282,Confirmed Eruption,Vanuatu,3,,1980,,5,,16,,Historical Observations,,1980,,8,,18,,-16.25,168.12
311310,Makushin,19988,Confirmed Eruption,United States,1,,1980,,5,,1,75,Historical Observations,,,,,,,,53.891,-166.923
300250,Bezymianny,19355,Confirmed Eruption,Russia,3,,1980,,4,,18,,Historical Observations,,1980,,4,,19,,55.972,160.595
257050,Lopevi,15314,Confirmed Eruption,Vanuatu,3,,1980,,4,,15,,Historical Observations,,1980,,8,,20,,-16.507,168.346
261140,Marapi,15469,Confirmed Eruption,Indonesia,1,,1980,,3,,29,,Historical Observations,,,,,,,,-0.38,100.474
321050,St. Helens,20557,Confirmed Eruption,United States,5,,1980,,3,,27,,Historical Observations,,1986,,10,,28,3,46.2,-122.18
267020,Karangetang,16531,Confirmed Eruption,Indonesia,1,,1980,,3,,24,,Historical Observations,,1980,,9,,13,,2.781,125.407
373080,Krafla,12950,Confirmed Eruption,Iceland,0,,1980,,3,,16,,Historical Observations,,1980,,10,,23,,65.715,-16.728
262000,Krakatau,15614,Confirmed Eruption,Indonesia,2,,1980,,3,,15,5,Historical Observations,,1980,,12,,16,15,-6.102,105.423
284120,Ioto,18415,Confirmed Eruption,Japan,1,,1980,,3,,13,,Historical Observations,,1980,,3,,13,,24.751,141.289
332010,Kilauea,10116,Confirmed Eruption,United States,0,,1980,,3,,11,,Historical Observations,,1980,,3,,11,,19.421,-155.287
223020,Nyamulagira,14069,Confirmed Eruption,DR Congo,3,,1980,,1,,30,,Historical Observations,,1980,,2,,24,,-1.408,29.2
242050,Monowai,14708,Confirmed Eruption,New Zealand,0,,1980,,1,,16,15,Hydrophonic,,1980,,1,,16,15,-25.887,-177.188
241100,Ruapehu,14647,Confirmed Eruption,New Zealand,1,,1980,,1,?,15,,Historical Observations,,1980,,3,?,27,,-39.28,175.57
251030,Karkar,14949,Uncertain Eruption,Papua New Guinea,1,,1980,,1,,7,,,,1980,,1,,17,,-4.649,145.964
273010,Bulusan,16765,Confirmed Eruption,Philippines,3,,1979,,12,,27,,Historical Observations,,1980,,9,,28,,12.769,124.056
332010,Kilauea,10115,Confirmed Eruption,United States,0,,1979,,11,,16,,Historical Observations,,1979,,11,,17,,19.421,-155.287
284141,Ahyi,18470,Uncertain Eruption,United States,0,,1979,,11,,15,,,,,,,,,,20.42,145.03
353050,"Negra, Sierra",11712,Confirmed Eruption,Ecuador,3,,1979,,11,,13,,Historical Observations,,1980,,1,>,14,,-0.83,-91.17
283040,Ontakesan,17457,Confirmed Eruption,Japan,2,,1979,,10,,28,,Historical Observations,,1980,,4,,25,,35.893,137.48
357110,Llaima,12065,Confirmed Eruption,Chile,2,,1979,,10,,15,,Historical Observations,,1979,,11,,28,,-38.692,-71.729
300250,Bezymianny,19354,Confirmed Eruption,Russia,2,,1979,,9,,18,,Historical Observations,,,,,,,,55.972,160.595
257070,Kuwae,15349,Uncertain Eruption,Vanuatu,0,,1979,,9,,16,15,,,,,,,,,-16.829,168.536
345040,Poas,11179,Confirmed Eruption,Costa Rica,1,,1979,,9,,8,,Historical Observations,,1980,,1,,16,15,10.2,-84.233
211060,Etna,13806,Confirmed Eruption,Italy,3,,1979,,7,,16,,Historical Observations,,1980,,9,,1,5,37.748,14.999
262000,Krakatau,15613,Confirmed Eruption,Indonesia,2,,1979,,7,,15,5,Historical Observations,,1979,,11,,16,15,-6.102,105.423
284070,Myojinsho,18325,Uncertain Eruption,Japan,0,,1979,,7,,13,,,,,,,,,,31.888,139.918
284132,Nikko,18430,Uncertain Eruption,Japan,0,,1979,,7,,12,,,,,,,,,,23.078,142.326
211060,Etna,13805,Confirmed Eruption,Italy,2,,1979,,7,,3,,Historical Observations,,1992,,12,,16,15,37.748,14.999
257050,Lopevi,15313,Confirmed Eruption,Vanuatu,2,,1979,,7,,2,,Historical Observations,,1979,,9,,12,,-16.507,168.346
257060,Epi,15095,Confirmed Eruption,Vanuatu,0,,1979,5,7,,2,182,Historical Observations,,,,,,,,-16.68,168.37
261030,Peuet Sague,15392,Confirmed Eruption,Indonesia,2,,1979,,7,,2,182,Historical Observations,,,,,,,,4.903,96.289
241100,Ruapehu,14646,Confirmed Eruption,New Zealand,1,,1979,,6,,30,,Historical Observations,,1979,,7,,15,,-39.28,175.57
257040,Ambrym,15281,Confirmed Eruption,Vanuatu,2,,1979,,6,,6,,Historical Observations,,1979,,9,?,16,15,-16.25,168.12
282110,Asosan,17339,Confirmed Eruption,Japan,2,,1979,,6,,5,4,Historical Observations,,1980,,3,,8,,32.884,131.104
267020,Karangetang,16530,Confirmed Eruption,Indonesia,1,,1979,,5,,31,,Historical Observations,,1979,,5,,31,,2.781,125.407
233020,"Fournaise, Piton de la",14369,Confirmed Eruption,France,1,,1979,,5,,28,,Historical Observations,,1979,,7,,14,,-21.244,55.708
243102,Curacoa,14776,Confirmed Eruption,Tonga,1,,1979,,5,,14,,Historical Observations,,,,,,,,-15.62,-173.67
243070,Lateiki,14765,Confirmed Eruption,Tonga,2,,1979,,5,<,10,,Historical Observations,,1979,,7,>,21,,-19.18,-174.87
284133,Fukujin,18438,Uncertain Eruption,United States,0,,1979,,4,,26,,,,1980,,5,,12,,21.93,143.47
290260,Chirinkotan,18828,Confirmed Eruption,Russia,2,,1979,,4,,16,15,Historical Observations,,1980,,10,,10,,48.98,153.48
357140,Carran-Los Venados,12189,Confirmed Eruption,Chile,2,,1979,,4,,14,,Historical Observations,,1979,,5,,20,,-40.35,-72.07
360150,Soufriere St. Vincent,12455,Confirmed Eruption,Saint Vincent and the Grenadines,3,,1979,,4,,13,,Historical Observations,,1979,,10,,26,5,13.33,-61.18
358060,Lautaro,12322,Confirmed Eruption,Chile,2,,1979,,3,<,8,,Historical Observations,,,,,,,,-49.019,-73.504
263200,Dieng Volcanic Complex,15786,Confirmed Eruption,Indonesia,1,,1979,,2,,20,,Historical Observations,,1979,,2,,20,,-7.2,109.879
282090,Kirishimayama,17161,Confirmed Eruption,Japan,1,,1979,,2,,16,60,Historical Observations,,,,,,,,31.934,130.862
242050,Monowai,14707,Confirmed Eruption,New Zealand,1,,1979,,2,?,16,15,Hydrophonic,,1979,,4,?,19,,-25.887,-177.188
311360,Shishaldin,20088,Confirmed Eruption,United States,2,,1979,,2,,16,15,Historical Observations,,,,,,,,54.756,-163.97
300250,Bezymianny,19353,Confirmed Eruption,Russia,3,,1979,,2,,11,,Historical Observations,,,,,,,,55.972,160.595
311340,Westdahl,20045,Uncertain Eruption,United States,3,,1979,,2,,8,,,,1979,,2,,9,,54.516,-164.65
353060,"Azul, Cerro",11728,Confirmed Eruption,Ecuador,2,,1979,,1,,29,,Historical Observations,,1979,,3,>,4,,-0.92,-91.408
257040,Ambrym,15280,Confirmed Eruption,Vanuatu,2,,1979,,1,,26,5,Historical Observations,,1979,,2,?,18,,-16.25,168.12
251030,Karkar,14948,Confirmed Eruption,Papua New Guinea,2,,1979,,1,?,12,,Historical Observations,,1979,,8,,9,,-4.649,145.964
285040,Shikotsu,18632,Confirmed Eruption,Japan,1,,1978,,12,,12,,Historical Observations,,1979,,5,,11,,42.688,141.38
284120,Ioto,18414,Confirmed Eruption,Japan,1,,1978,,12,,11,,Historical Observations,,1978,,12,,11,,24.751,141.289
257050,Lopevi,15312,Confirmed Eruption,Vanuatu,2,,1978,,11,,22,,Historical Observations,,1979,,3,,16,15,-16.507,168.346
284096,Nishinoshima,18360,Uncertain Eruption,Japan,0,,1978,,11,,16,,,?,1979,,7,,2,182,27.247,140.874
313020,Iliamna,20288,Discredited Eruption,United States,,,1978,,11,,7,,,,1978,,11,,7,,60.032,-153.09
221126,Ardoukoba,13946,Confirmed Eruption,Djibouti,1,,1978,,11,,7,,Historical Observations,,1978,,11,,14,,11.58,42.47
311320,Akutan,20027,Confirmed Eruption,United States,2,,1978,,9,,25,5,Historical Observations,,1978,,10,,16,15,54.134,-165.986
345040,Poas,11178,Confirmed Eruption,Costa Rica,1,,1978,,9,,22,,Historical Observations,,1978,,12,,16,15,10.2,-84.233
300250,Bezymianny,19352,Confirmed Eruption,Russia,2,,1978,,9,,8,30,Historical Observations,,,,,,,,55.972,160.595
284133,Fukujin,18437,Uncertain Eruption,United States,0,,1978,,8,,24,,,,1978,,8,,25,,21.93,143.47
353010,Fernandina,11670,Confirmed Eruption,Ecuador,2,,1978,,8,,8,,Historical Observations,,1978,,8,,26,,-0.37,-91.55
273010,Bulusan,16764,Confirmed Eruption,Philippines,2,,1978,,7,,29,,Historical Observations,,1978,,8,,14,,12.769,124.056
290030,Chachadake [Tiatia],18742,Confirmed Eruption,Japan,2,,1978,,7,,20,,Historical Observations,,,,,,,,44.353,146.252
262000,Krakatau,15612,Confirmed Eruption,Indonesia,1,,1978,,7,,10,,Historical Observations,,1978,,11,,16,15,-6.102,105.423
272020,Kanlaon,16734,Confirmed Eruption,Philippines,2,,1978,,6,,27,,Historical Observations,,1978,,9,,2,,10.412,123.132
255060,Kavachi,15167,Confirmed Eruption,Solomon Islands,2,,1978,,6,,21,,Historical Observations,,1978,,7,,22,6,-8.991,157.979
358060,Lautaro,12321,Confirmed Eruption,Chile,1,,1978,,6,,16,15,Historical Observations,,,,,,,,-49.019,-73.504
285040,Shikotsu,18631,Confirmed Eruption,Japan,1,,1978,,5,,14,,Historical Observations,,1978,,5,,17,,42.688,141.38
252120,Ulawun,15053,Confirmed Eruption,Papua New Guinea,3,,1978,,5,,7,,Historical Observations,,1978,,5,,14,,-5.05,151.33
211060,Etna,13804,Confirmed Eruption,Italy,2,,1978,,4,,29,,Historical Observations,,1978,,11,,30,,37.748,14.999
344120,Concepcion,11066,Confirmed Eruption,Nicaragua,2,,1978,,3,<,30,,Historical Observations,,1978,,5,>,16,15,11.538,-85.622
273030,Mayon,16805,Confirmed Eruption,Philippines,2,,1978,,3,,7,,Historical Observations,,1978,,9,?,16,15,13.257,123.685
241050,Okataina,14525,Confirmed Eruption,New Zealand,1,,1978,,2,,23,,Historical Observations,,1978,,2,,23,,-38.12,176.5
267020,Karangetang,16529,Confirmed Eruption,Indonesia,1,,1978,,2,,22,,Historical Observations,,1978,,12,,18,,2.781,125.407
242050,Monowai,14706,Confirmed Eruption,New Zealand,0,,1978,,2,,16,15,Hydrophonic,,1978,,7,,16,15,-25.887,-177.188
311360,Shishaldin,20087,Confirmed Eruption,United States,2,,1978,,2,,8,,Historical Observations,,1978,,2,?,9,,54.756,-163.97
311340,Westdahl,20044,Confirmed Eruption,United States,3,,1978,,2,,4,,Historical Observations,,1978,,2,,9,,54.516,-164.65
284131,Minami-Hiyoshi,18427,Uncertain Eruption,Japan,0,,1978,,1,?,26,,,,1978,,3,,24,,23.5,141.935
263340,Raung,16145,Confirmed Eruption,Indonesia,1,,1978,,1,,16,15,Historical Observations,,1979,,12,>,16,15,-8.119,114.056
274020,Didicas,16878,Confirmed Eruption,Philippines,2,,1978,,1,,6,,Historical Observations,,1978,,1,,9,,19.077,122.202
345040,Poas,11177,Confirmed Eruption,Costa Rica,2,,1977,,12,,18,,Historical Observations,,1978,,6,,15,,10.2,-84.233
341040,Colima,10460,Confirmed Eruption,Mexico,1,,1977,,12,,16,15,Historical Observations,,1982,,6,,16,15,19.514,-103.62
283180,Azumayama,17937,Confirmed Eruption,Japan,1,,1977,,12,,7,,Historical Observations,,1977,,12,,7,,37.735,140.244
266110,Mahawu,16470,Confirmed Eruption,Indonesia,0,,1977,,11,,16,,Historical Observations,,,,,,,,1.352,124.865
360160,Kick 'em Jenny,12465,Confirmed Eruption,Grenada,0,,1977,,11,,11,,Hydrophonic,,,,,,,,12.3,-61.64
233020,"Fournaise, Piton de la",14368,Confirmed Eruption,France,1,,1977,,10,,24,,Historical Observations,,1977,,11,,17,,-21.244,55.708
242050,Monowai,14705,Confirmed Eruption,New Zealand,0,,1977,,10,,17,,Historical Observations,,1977,,10,?,27,,-25.887,-177.188
284080,Sumisujima,18339,Uncertain Eruption,Japan,0,,1977,,10,,16,15,,,1977,,10,,16,15,31.44,140.051
344020,San Cristobal,10883,Confirmed Eruption,Nicaragua,2,,1977,,10,,16,,Historical Observations,,1977,,10,,16,,12.702,-87.004
284133,Fukujin,18436,Uncertain Eruption,United States,0,,1977,,10,,14,,,,1978,,3,,24,,21.93,143.47
273070,Taal,16860,Confirmed Eruption,Philippines,2,,1977,,10,,3,,Historical Observations,,1977,,11,?,12,,14.002,120.993
332010,Kilauea,10114,Confirmed Eruption,United States,0,,1977,,9,,13,,Historical Observations,,1977,,10,,1,,19.421,-155.287
342090,Fuego,10730,Confirmed Eruption,Guatemala,2,,1977,,9,,11,,Historical Observations,,1979,,8,,8,,14.473,-90.88
257040,Ambrym,15279,Confirmed Eruption,Vanuatu,2,,1977,,8,,16,15,Historical Observations,,1977,,9,,30,,-16.25,168.12
285030,Toya,18601,Confirmed Eruption,Japan,3,,1977,,8,,7,,Historical Observations,,1982,,3,,16,15,42.544,140.839
300260,Klyuchevskoy,19460,Confirmed Eruption,Russia,3,,1977,,8,,2,,Historical Observations,,1980,,3,,12,,56.056,160.642
255060,Kavachi,15166,Confirmed Eruption,Solomon Islands,1,,1977,,7,?,17,,Historical Observations,,1977,,7,,22,,-8.991,157.979
241100,Ruapehu,14645,Confirmed Eruption,New Zealand,2,,1977,,7,,16,,Historical Observations,,1979,,1,,17,,-39.28,175.57
241080,Tongariro,14605,Confirmed Eruption,New Zealand,1,,1977,,7,,4,,Historical Observations,,1977,,7,,4,,-39.157,175.632
263340,Raung,16144,Confirmed Eruption,Indonesia,2,,1977,,6,,9,,Historical Observations,,1977,,6,,30,,-8.119,114.056
345040,Poas,11176,Confirmed Eruption,Costa Rica,1,,1977,,5,,16,15,Historical Observations,,1977,,7,?,16,15,10.2,-84.233
373080,Krafla,12949,Confirmed Eruption,Iceland,1,,1977,,4,,27,,Historical Observations,,1977,,9,,8,,65.715,-16.728
242050,Monowai,14704,Confirmed Eruption,New Zealand,0,,1977,,4,,16,15,Hydrophonic,,1977,,4,,16,15,-25.887,-177.188
257020,Gaua,15227,Confirmed Eruption,Vanuatu,2,,1977,,4,,13,,Historical Observations,,1977,,4,,13,,-14.27,167.5
282110,Asosan,17338,Confirmed Eruption,Japan,2,,1977,,4,,11,,Historical Observations,,1978,,8,,16,15,32.884,131.104
233010,Karthala,14203,Confirmed Eruption,Comoros,1,,1977,,4,,5,,Historical Observations,,1977,,4,,10,,-11.75,43.38
344120,Concepcion,11065,Confirmed Eruption,Nicaragua,2,,1977,,4,,4,,Historical Observations,,1977,,5,,3,,11.538,-85.622
312131,Ukinrek Maars,20206,Confirmed Eruption,United States,3,,1977,,3,,30,,Historical Observations,,1977,,4,,9,,57.832,-156.51
300250,Bezymianny,19351,Confirmed Eruption,Russia,3,,1977,,3,,25,,Historical Observations,,,,,,,,55.972,160.595
233020,"Fournaise, Piton de la",14367,Confirmed Eruption,France,0,,1977,,3,,24,,Historical Observations,,1977,,4,,16,,-21.244,55.708
353010,Fernandina,11669,Confirmed Eruption,Ecuador,1,,1977,,3,,23,,Historical Observations,,1977,,3,,27,,-0.37,-91.55
351060,Purace,11339,Confirmed Eruption,Colombia,2,,1977,,3,,19,,Historical Observations,,1977,,3,?,28,,2.32,-76.4
311180,Seguam,19780,Confirmed Eruption,United States,1,,1977,,3,,6,,Historical Observations,,1977,,3,?,8,,52.315,-172.51
342090,Fuego,10729,Confirmed Eruption,Guatemala,1,,1977,,3,,3,,Historical Observations,,1977,,4,,19,,14.473,-90.88
345060,Irazu,11231,Confirmed Eruption,Costa Rica,1,,1977,,3,,3,,Historical Observations,,,,,,,,9.979,-83.852
255060,Kavachi,15165,Confirmed Eruption,Solomon Islands,1,,1977,,2,,22,,Historical Observations,,,,,,,,-8.991,157.979
257070,Kuwae,15348,Uncertain Eruption,Vanuatu,0,,1977,,2,,1,,,,,,,,,,-16.829,168.536
357120,Villarrica,12166,Confirmed Eruption,Chile,1,,1977,,1,,26,,Historical Observations,,1977,,1,,30,,-39.42,-71.93
257040,Ambrym,15278,Confirmed Eruption,Vanuatu,2,,1977,,1,,20,5,Historical Observations,,1977,,1,?,28,,-16.25,168.12
360160,Kick 'em Jenny,12464,Confirmed Eruption,Grenada,0,,1977,,1,,14,,Hydrophonic,,1977,,1,,14,,12.3,-61.64
223030,Nyiragongo,14101,Confirmed Eruption,DR Congo,1,,1977,,1,,10,,Historical Observations,,1977,,1,,10,,-1.52,29.25
223020,Nyamulagira,14068,Confirmed Eruption,DR Congo,1,,1976,,12,,23,,Historical Observations,,1977,,6,,15,5,-1.408,29.2
284131,Minami-Hiyoshi,18426,Uncertain Eruption,Japan,0,,1976,,12,,20,,,,1977,,3,,28,,23.5,141.935
241040,Whakaari/White Island,14487,Confirmed Eruption,New Zealand,3,,1976,,12,,18,,Historical Observations,,1982,,1,,29,,-37.52,177.18
343100,San Miguel,10862,Confirmed Eruption,El Salvador,1,,1976,,12,,2,,Historical Observations,,1977,,3,,1,,13.434,-88.269
258010,Matthew Island,15362,Uncertain Eruption,France,1,,1976,,11,,27,,,,,,,,,,-22.33,171.32
344040,Telica,10929,Confirmed Eruption,Nicaragua,1,,1976,,11,,3,,Historical Observations,,1978,,1,>,16,15,12.606,-86.84
233020,"Fournaise, Piton de la",14366,Confirmed Eruption,France,1,,1976,,11,,2,,Historical Observations,,1976,,11,?,4,,-21.244,55.708
311320,Akutan,20025,Confirmed Eruption,United States,2,,1976,,10,,15,45,Historical Observations,,1977,,5,>,9,,54.134,-165.986
290240,Sarychev Peak,18816,Confirmed Eruption,Russia,2,,1976,,9,,23,,Historical Observations,,1976,,10,,2,,48.092,153.2
267020,Karangetang,16528,Confirmed Eruption,Indonesia,2,,1976,,9,,15,,Historical Observations,,1977,,9,,16,15,2.781,125.407
241100,Ruapehu,14644,Confirmed Eruption,New Zealand,1,,1976,,9,<,12,,Historical Observations,,1976,,11,?,22,,-39.28,175.57
273070,Taal,16859,Confirmed Eruption,Philippines,2,,1976,,9,,3,,Historical Observations,,1976,,10,,17,,14.002,120.993
344020,San Cristobal,10882,Confirmed Eruption,Nicaragua,1,,1976,,8,,29,,Historical Observations,,1976,,8,,29,,12.702,-87.004
255060,Kavachi,15164,Confirmed Eruption,Solomon Islands,1,,1976,,8,,24,,Historical Observations,,1976,,10,,13,,-8.991,157.979
241080,Tongariro,14604,Confirmed Eruption,New Zealand,1,,1976,,8,,23,,Historical Observations,,1976,,8,,28,,-39.157,175.632
284080,Sumisujima,18338,Uncertain Eruption,Japan,0,,1976,,8,,16,15,,,1976,,8,,16,15,31.44,140.051
284133,Fukujin,18435,Uncertain Eruption,United States,0,,1976,,8,,2,,,,1977,,4,,21,,21.93,143.47
284130,Fukutoku-Oka-no-Ba,17599,Uncertain Eruption,Japan,0,,1976,,8,,2,,,,1985,,12,,23,,24.285,141.481
360060,Soufriere Guadeloupe,12368,Confirmed Eruption,France,2,,1976,,7,,8,,Historical Observations,,1977,,3,,1,,16.044,-61.664
311160,Atka Volcanic Complex,19758,Uncertain Eruption,United States,,,1976,,7,,2,182,,,,,,,,,52.331,-174.139
345040,Poas,11175,Confirmed Eruption,Costa Rica,2,,1976,,6,,21,,Historical Observations,,1976,,11,,16,15,10.2,-84.233
263340,Raung,16143,Confirmed Eruption,Indonesia,2,,1976,,6,,7,,Historical Observations,,1976,,11,,21,,-8.119,114.056
257050,Lopevi,15311,Confirmed Eruption,Vanuatu,1,,1976,,5,,1,,Historical Observations,,1976,,9,,5,,-16.507,168.346
282050,Kuchinoerabujima,16978,Confirmed Eruption,Japan,2,,1976,,4,,2,,Historical Observations,,1976,,4,,2,,30.443,130.217
264010,Batur,16203,Uncertain Eruption,Indonesia,1,,1976,,3,,26,,,,1976,,3,,26,,-8.242,115.375
300250,Bezymianny,19350,Confirmed Eruption,Russia,2,,1976,,3,,25,,Historical Observations,,,,,,,,55.972,160.595
344020,San Cristobal,10881,Confirmed Eruption,Nicaragua,1,,1976,,3,,9,,Historical Observations,,1976,,3,,16,,12.702,-87.004
264250,Iliwerung,16347,Uncertain Eruption,Indonesia,0,,1976,,3,,8,,,,,,,,,,-8.532,123.573
241100,Ruapehu,14643,Confirmed Eruption,New Zealand,1,,1976,,3,,6,,Historical Observations,,1976,,3,,6,,-39.28,175.57
283120,Kusatsu-Shiranesan,17842,Confirmed Eruption,Japan,1,,1976,,3,,2,,Historical Observations,,1976,,3,,2,,36.618,138.528
284131,Minami-Hiyoshi,18425,Uncertain Eruption,Japan,0,,1976,,2,,16,15,,,,,,,,,23.5,141.935
313010,Augustine,20272,Confirmed Eruption,United States,4,,1976,,1,?,22,,Historical Observations,,1977,,5,?,14,,59.363,-153.43
311360,Shishaldin,20086,Confirmed Eruption,United States,2,,1976,,1,,16,15,Historical Observations,,1976,,9,,28,,54.756,-163.97
284120,Ioto,18413,Confirmed Eruption,Japan,1,,1976,,1,,16,15,Historical Observations,,,,,,,,24.751,141.289
257020,Gaua,15226,Confirmed Eruption,Vanuatu,2,,1976,,1,,15,5,Historical Observations,,,,,,,,-14.27,167.5
352010,Reventador,11445,Confirmed Eruption,Ecuador,2,,1976,,1,,4,,Historical Observations,,1976,,5,,16,15,-0.077,-77.656
251050,Long Island,14964,Confirmed Eruption,Papua New Guinea,1,,1976,,1,,2,120,Historical Observations,,,,,,,,-5.358,147.12
373080,Krafla,12948,Confirmed Eruption,Iceland,0,,1975,,12,,20,,Historical Observations,,1975,,12,,20,,65.715,-16.728
341040,Colima,10469,Confirmed Eruption,Mexico,2,,1975,,12,?,11,,Historical Observations,,1976,,6,,20,,19.514,-103.62
332010,Kilauea,10113,Confirmed Eruption,United States,0,,1975,,11,,29,,Historical Observations,,1975,,11,,29,,19.421,-155.287
284134,Kasuga 1,18443,Uncertain Eruption,United States,0,,1975,,11,,16,15,,,,,,,,,21.765,143.71
266100,Lokon-Empung,16455,Confirmed Eruption,Indonesia,2,,1975,,11,<,16,15,Historical Observations,,1980,,7,,2,182,1.358,124.792
233020,"Fournaise, Piton de la",14365,Confirmed Eruption,France,1,,1975,,11,,4,,Historical Observations,,1976,,4,,6,,-21.244,55.708
241100,Ruapehu,14642,Confirmed Eruption,New Zealand,1,,1975,,10,<,17,,Historical Observations,,1975,,10,<,17,,-39.28,175.57
282110,Asosan,17337,Confirmed Eruption,Japan,1,,1975,,10,,16,15,Historical Observations,,1976,,1,,13,,32.884,131.104
284090,Izu-Torishima,18371,Confirmed Eruption,Japan,2,,1975,,10,,2,,Historical Observations,,,,,,,,30.484,140.303
311240,Cleveland,19807,Uncertain Eruption,United States,,,1975,,9,,16,15,,,,,,,,,52.825,-169.944
311360,Shishaldin,20085,Confirmed Eruption,United States,2,,1975,,9,,13,,Historical Observations,,1975,,10,,26,5,54.756,-163.97
312030,Pavlof,20141,Confirmed Eruption,United States,2,,1975,,9,,13,,Historical Observations,,1977,,3,>,16,15,55.417,-161.894
284131,Minami-Hiyoshi,18424,Confirmed Eruption,Japan,0,,1975,,8,,25,,Historical Observations,,,,,,,,23.5,141.935
332000,Kama'ehuakanaloa,20729,Uncertain Eruption,United States,0,,1975,,8,?,24,,,,1975,,11,,16,15,18.92,-155.27
255060,Kavachi,15163,Confirmed Eruption,Solomon Islands,1,,1975,,8,,16,15,Historical Observations,,,,,,,,-8.991,157.979
284080,Sumisujima,18337,Uncertain Eruption,Japan,0,,1975,,8,,13,,,,1975,,9,,26,,31.44,140.051
332020,Mauna Loa,10225,Confirmed Eruption,United States,0,,1975,,7,,5,,Historical Observations,,1975,,7,,6,,19.475,-155.608
284096,Nishinoshima,18359,Uncertain Eruption,Japan,0,,1975,,7,,2,182,,,1977,,7,,2,182,27.247,140.874
284091,Sofugan,18357,Uncertain Eruption,Japan,0,,1975,,7,,2,182,,,,,,,,,29.794,140.342
390070,Southern Thule,13201,Confirmed Eruption,United Kingdom,1,,1975,11,7,,2,182,Historical Observations,,,,,,,,-59.442,-27.225
300240,Tolbachik,19323,Confirmed Eruption,Russia,4,,1975,,6,,28,,Historical Observations,,1976,,12,,10,,55.832,160.326
342090,Fuego,10728,Confirmed Eruption,Guatemala,1,,1975,,5,,28,,Historical Observations,,1975,,10,,21,,14.473,-90.88
344040,Telica,10928,Confirmed Eruption,Nicaragua,0,,1975,,5,,16,15,Historical Observations,,1976,,3,,16,15,12.606,-86.84
284210,Esmeralda Bank,18543,Uncertain Eruption,United States,0,,1975,,4,,26,,,,1975,,4,,29,,15,145.25
241100,Ruapehu,14641,Confirmed Eruption,New Zealand,2,,1975,,4,,24,,Historical Observations,,1975,,4,,27,,-39.28,175.57
262000,Krakatau,15611,Confirmed Eruption,Indonesia,2,,1975,,3,,27,,Historical Observations,,1975,,10,,26,5,-6.102,105.423
263340,Raung,16142,Confirmed Eruption,Indonesia,1,,1975,,3,,16,15,Historical Observations,,1975,,5,,16,15,-8.119,114.056
257050,Lopevi,15310,Confirmed Eruption,Vanuatu,2,,1975,,3,,6,3,Historical Observations,,1975,,6,,23,,-16.507,168.346
211060,Etna,13803,Confirmed Eruption,Italy,1,,1975,,2,,24,,Historical Observations,,1975,,8,,29,,37.748,14.999
241080,Tongariro,14603,Confirmed Eruption,New Zealand,3,,1975,,2,,12,,Historical Observations,,1975,,2,,23,,-39.157,175.632
261140,Marapi,15468,Confirmed Eruption,Indonesia,2,,1975,,1,,16,15,Historical Observations,,1979,,9,,11,,-0.38,100.474
332010,Kilauea,10112,Confirmed Eruption,United States,0,,1974,,12,,31,,Historical Observations,,1974,,12,,31,,19.421,-155.287
251030,Karkar,14947,Confirmed Eruption,Papua New Guinea,2,,1974,,12,?,30,,Historical Observations,,1975,,6,,26,,-4.649,145.964
284130,Fukutoku-Oka-no-Ba,17598,Confirmed Eruption,Japan,2,,1974,,12,,24,,Historical Observations,?,1975,,11,,13,,24.285,141.481
257060,Epi,15094,Uncertain Eruption,Vanuatu,0,,1974,,11,,16,15,,,1974,,11,,16,15,-16.68,168.37
255060,Kavachi,15162,Confirmed Eruption,Solomon Islands,1,,1974,,11,,12,,Historical Observations,,1974,,12,?,12,,-8.991,157.979
251070,Ritter Island,14974,Confirmed Eruption,Papua New Guinea,1,,1974,,10,,17,,Historical Observations,,1974,,10,,17,,-5.519,148.115
342090,Fuego,10727,Confirmed Eruption,Guatemala,4,,1974,,10,,10,,Historical Observations,,1974,,12,,4,,14.473,-90.88
211060,Etna,13801,Confirmed Eruption,Italy,2,,1974,,9,?,29,,Historical Observations,,1978,,3,,29,,37.748,14.999
332010,Kilauea,10111,Confirmed Eruption,United States,0,,1974,,9,,19,,Historical Observations,,1974,,9,,19,,19.421,-155.287
345040,Poas,11174,Confirmed Eruption,Costa Rica,2,,1974,,9,,11,,Historical Observations,,1975,,2,,16,15,10.2,-84.233
241040,Whakaari/White Island,14486,Confirmed Eruption,New Zealand,2,,1974,,9,,8,10,Historical Observations,,,,,,,,-37.52,177.18
360160,Kick 'em Jenny,12463,Confirmed Eruption,Grenada,0,,1974,,9,,5,,Historical Observations,,1974,,9,,6,,12.3,-61.64
312030,Pavlof,20140,Confirmed Eruption,United States,3,,1974,,9,<,1,,Historical Observations,,1975,,1,,13,,55.417,-161.894
222120,"Lengai, Ol Doinyo",14022,Discredited Eruption,Tanzania,,,1974,,8,,16,15,,,1974,,9,,16,15,-2.764,35.914
283090,Niigata-Yakeyama,17546,Confirmed Eruption,Japan,2,,1974,,7,,28,,Historical Observations,,1974,,7,,28,,36.921,138.036
