Number,Name,Eruption Number,Category,Country,VEI,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
332060,Haleakala,10291,Confirmed Eruption,United States,,,1200,75,0,,0,,Radiocarbon (corrected),,,,,,,,20.708,-156.25
211010,Campi Flegrei,10040,Confirmed Eruption,Italy,1,,1198,,0,,0,,Historical Observations,,,,,,,,40.827,14.139
211060,Etna,13646,Confirmed Eruption,Italy,2,,1194,,0,,0,,Historical Observations,,,,,,,,37.748,14.999
282043,Kuchinoshima,16951,Confirmed Eruption,Japan,,,1190,40,0,,0,,Radiocarbon (corrected),,,,,,,,29.968,129.926
263250,Merapi,15841,Confirmed Eruption,Indonesia,,,1190,30,0,,0,,Radiocarbon (corrected),,,,,,,,-7.54,110.446
341120,"Chichon, El",10607,Confirmed Eruption,Mexico,4,,1190,150,0,,0,,Radiocarbon (corrected),,,,,,,,17.36,-93.228
332020,Mauna Loa,10172,Confirmed Eruption,United States,0,?,1190,,0,,0,,Radiocarbon (uncorrected),,,,,,,,19.475,-155.608
312090,Aniakchak,20188,Confirmed Eruption,United States,,,1190,30,0,,0,,Radiocarbon (corrected),,,,,,,,56.88,-158.17
360120,Pelee,12422,Confirmed Eruption,France,,?,1190,,0,,0,,Radiocarbon (uncorrected),,,,,,,,14.809,-61.165
373010,Grimsvotn,12766,Confirmed Eruption,Iceland,,?,1190,,0,,0,,Ice Core,,,,,,,,64.416,-17.316
371030,Krysuvik-Trolladyngja,19927,Confirmed Eruption,Iceland,1,,1188,,0,,0,,Historical Observations,,,,,,,,63.917,-22.067
341100,"Orizaba, Pico de",10572,Uncertain Eruption,Mexico,2,,1187,,0,,0,,,,,,,,,,19.03,-97.27
282090,Kirishimayama,17111,Confirmed Eruption,Japan,2,,1184,,2,,7,,Historical Observations,,,,,,,,31.934,130.862
283190,Zaozan [Zaosan],17951,Confirmed Eruption,Japan,2,,1183,,5,?,28,,Historical Observations,,,,,,,,38.144,140.44
284010,Izu-Oshima,18177,Confirmed Eruption,Japan,4,?,1183,,0,,0,,Varve Count,,,,,,,,34.724,139.394
263200,Dieng Volcanic Complex,15769,Confirmed Eruption,Indonesia,,,1180,100,0,,0,,Radiocarbon (uncorrected),,,,,,,,-7.2,109.879
351040,Machin,11310,Confirmed Eruption,Colombia,,,1180,150,0,,0,,Radiocarbon (corrected),,,,,,,,4.487,-75.389
360050,Soufriere Hills,20971,Confirmed Eruption,United Kingdom,,?,1180,,,,,,Radiocarbon (uncorrected),,,,,,,,16.72,-62.18
371020,Reykjanes,12492,Confirmed Eruption,Iceland,2,<,1179,,0,,0,,Historical Observations,,,,,,,,63.817,-22.717
283050,Hakusan,17474,Uncertain Eruption,Japan,3,,1177,,5,,18,,,,,,,,,,36.155,136.771
372030,Katla,19943,Confirmed Eruption,Iceland,3,,1177,2,0,,0,,Historical Observations,,,,,,,,63.633,-19.083
282090,Kirishimayama,17110,Uncertain Eruption,Japan,2,,1175,,1,?,0,,,,,,,,,,31.934,130.862
211060,Etna,13645,Discredited Eruption,Italy,,,1175,,0,,0,,,,,,,,,,37.748,14.999
341100,"Orizaba, Pico de",10542,Confirmed Eruption,Mexico,3,,1175,,0,,0,,Anthropology,,,,,,,,19.03,-97.27
332020,Mauna Loa,10171,Confirmed Eruption,United States,0,?,1170,,0,,0,,Radiocarbon (uncorrected),,,,,,,,19.475,-155.608
283020,Hakoneyama,17386,Confirmed Eruption,Japan,,,1170,100,0,,0,,Radiocarbon (corrected),,,,,,,,35.233,139.021
372050,Torfajokull,12688,Confirmed Eruption,Iceland,,?,1170,,0,,0,,Tephrochronology,,,,,,,,63.892,-19.122
382100,Furnas,13039,Confirmed Eruption,Portugal,4,,1170,100,0,,0,,Radiocarbon (uncorrected),,,,,,,,37.77,-25.32
211060,Etna,13644,Uncertain Eruption,Italy,,,1169,,2,,4,,,,,,,,,,37.748,14.999
282090,Kirishimayama,17109,Confirmed Eruption,Japan,2,,1167,,0,,0,,Historical Observations,,,,,,,,31.934,130.862
211060,Etna,13643,Confirmed Eruption,Italy,2,?,1164,,0,,0,,Historical Observations,,,,,,,,37.748,14.999
211060,Etna,13642,Confirmed Eruption,Italy,2,,1160,,0,,0,,Historical Observations,,,,,,,,37.748,14.999
222051,Emuruangogolak,13978,Confirmed Eruption,Kenya,0,,1160,150,0,,0,,Magnetism,,,,,,,,1.5,36.33
245010,Taveuni,14847,Confirmed Eruption,Fiji,2,,1160,150,0,,0,,Radiocarbon (corrected),,,,,,,,-16.82,-179.97
313030,Redoubt,20375,Confirmed Eruption,United States,,,1160,75,0,,0,,Varve Count,,,,,,,,60.485,-152.742
342110,Pacaya,10737,Confirmed Eruption,Guatemala,3,,1160,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,14.382,-90.601
373030,Bardarbunga,12858,Confirmed Eruption,Iceland,,?,1159,,0,,0,,Historical Observations,,,,,,,,64.633,-17.516
372070,Hekla,12732,Confirmed Eruption,Iceland,4,,1158,,1,,19,,Historical Observations,,,,,,,,63.983,-19.666
341100,"Orizaba, Pico de",10541,Uncertain Eruption,Mexico,2,,1157,,0,,0,,,,,,,,,,19.03,-97.27
211060,Etna,13641,Confirmed Eruption,Italy,2,,1157,,0,,0,,Historical Observations,,,,,,,,37.748,14.999
284040,Miyakejima,18258,Confirmed Eruption,Japan,3,,1154,,11,,0,,Historical Observations,,,,,,,,34.094,139.526
371030,Krysuvik-Trolladyngja,19926,Confirmed Eruption,Iceland,1,,1151,,0,,0,,Historical Observations,,,,,,,,63.917,-22.067
353030,Darwin,11692,Confirmed Eruption,Ecuador,0,,1150,300,0,,0,,Surface Exposure,,,,,,,,-0.18,-91.28
353010,Fernandina,11651,Confirmed Eruption,Ecuador,0,>,1150,,0,,0,,Surface Exposure,,,,,,,,-0.37,-91.55
353011,Ecuador,11649,Confirmed Eruption,Ecuador,0,>,1150,,0,,0,,Surface Exposure,,,,,,,,-0.02,-91.546
373010,Grimsvotn,12765,Confirmed Eruption,Iceland,,?,1150,,0,,0,,Ice Core,,,,,,,,64.416,-17.316
372030,Katla,19942,Confirmed Eruption,Iceland,,,1150,50,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
300130,Karymsky,19151,Confirmed Eruption,Russia,2,?,1150,,0,,0,,Radiocarbon (corrected),,,,,,,,54.049,159.443
341096,Cofre de Perote,10504,Confirmed Eruption,Mexico,2,,1150,100,0,,0,,Radiocarbon (corrected),,,,,,,,19.492,-97.15
332040,Hualalai,10250,Confirmed Eruption,United States,0,?,1150,,0,,0,,Tephrochronology,,,,,,,,19.692,-155.87
323110,Mono Lake Volcanic Field,20659,Confirmed Eruption,United States,,,1150,200,0,,0,,Hydration Rind,,,,,,,,38,-119.03
311310,Makushin,19869,Confirmed Eruption,United States,,,1150,500,0,,0,,Tephrochronology,,,,,,,,53.891,-166.923
300270,Sheveluch,19562,Confirmed Eruption,Russia,3,?,1150,,0,,0,,Tephrochronology,,,,,,,,56.653,161.36
311110,Kanaga,19709,Confirmed Eruption,United States,,,1150,100,0,,0,,Radiocarbon (corrected),,,,,,,,51.923,-177.168
211020,Vesuvius,13326,Confirmed Eruption,Italy,3,,1150,,0,,0,,Historical Observations,,,,,,,,40.821,14.426
257100,Yasur,15354,Confirmed Eruption,Vanuatu,2,?,1150,,0,,0,,Radiocarbon (uncorrected),,,,,,,,-19.532,169.447
262000,Krakatau,15585,Confirmed Eruption,Indonesia,,,1150,50,0,,0,,Historical Observations,,,,,,,,-6.102,105.423
263250,Merapi,15840,Confirmed Eruption,Indonesia,,,1140,150,0,,0,,Radiocarbon (corrected),,,,,,,,-7.54,110.446
332010,Kilauea,19883,Confirmed Eruption,United States,0,,1140,75,0,,0,,Radiocarbon (corrected),,,,,,,,19.421,-155.287
357150,Puyehue-Cordon Caulle,12205,Confirmed Eruption,Chile,,,1140,100,0,,0,,Radiocarbon (corrected),,,,,,,,-40.59,-72.117
211020,Vesuvius,13325,Confirmed Eruption,Italy,3,,1139,,6,,1,,Historical Observations,,1139,,6,,9,,40.821,14.426
332020,Mauna Loa,10170,Confirmed Eruption,United States,0,?,1130,,0,,0,,Radiocarbon (uncorrected),,,,,,,,19.475,-155.608
352050,Cotopaxi,11534,Confirmed Eruption,Ecuador,5,,1130,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,-0.677,-78.436
346010,Baru,11254,Confirmed Eruption,Panama,,,1130,150,0,,0,,Radiocarbon (corrected),,,,,,,,8.808,-82.543
283110,Asamayama,17680,Uncertain Eruption,Japan,,,1128,,0,,0,,,,,,,,,,36.406,138.523
313030,Redoubt,20374,Confirmed Eruption,United States,,,1120,75,0,,0,,Varve Count,,,,,,,,60.485,-152.742
222051,Emuruangogolak,13977,Confirmed Eruption,Kenya,0,,1120,150,0,,0,,Magnetism,,,,,,,,1.5,36.33
312090,Aniakchak,22140,Confirmed Eruption,United States,,,1120,80,,,,,Radiocarbon (corrected),,,,,,,,56.88,-158.17
282090,Kirishimayama,17108,Confirmed Eruption,Japan,2,,1113,,2,,27,,Historical Observations,,,,,,,,31.934,130.862
284010,Izu-Oshima,18176,Uncertain Eruption,Japan,,,1112,,11,,18,,,,1112,,12,,26,5,34.724,139.394
282090,Kirishimayama,17107,Confirmed Eruption,Japan,2,,1112,,3,,9,,Historical Observations,,,,,,,,31.934,130.862
213020,Nemrut Dagi,13910,Confirmed Eruption,Turkey,,,1111,,0,,0,,Historical Observations,,,,,,,,38.654,42.229
282050,Kuchinoerabujima,16961,Confirmed Eruption,Japan,,,1110,75,0,,0,,Radiocarbon (corrected),,,,,,,,30.443,130.217
341040,Colima,10409,Confirmed Eruption,Mexico,,,1110,200,0,,0,,Radiocarbon (corrected),,,,,,,,19.514,-103.62
345060,Irazu,11199,Confirmed Eruption,Costa Rica,3,,1110,100,0,,0,,Radiocarbon (corrected),,,,,,,,9.979,-83.852
382080,Sete Cidades,13015,Confirmed Eruption,Portugal,2,,1110,50,0,,0,,Radiocarbon (uncorrected),,,,,,,,37.865,-25.785
243040,Hunga Tonga-Hunga Ha'apai,22432,Confirmed Eruption,Tonga,,,1110,70,,,,,Radiocarbon (corrected),,,,,,,,-20.536,-175.382
283110,Asamayama,17679,Confirmed Eruption,Japan,5,,1108,,8,,29,,Historical Observations,,1108,,10,,0,,36.406,138.523
372070,Hekla,12731,Confirmed Eruption,Iceland,5,,1104,,10,,15,45,Historical Observations,,,,,,,,63.983,-19.666
344090,Momotombo,10985,Confirmed Eruption,Nicaragua,,,1100,50,0,,0,,Radiocarbon (uncorrected),,,,,,,,12.423,-86.539
283230,Akita-Komagatake,18049,Confirmed Eruption,Japan,2,?,1100,,0,,0,,Tephrochronology,,,,,,,,39.761,140.799
300100,Avachinsky,19078,Confirmed Eruption,Russia,,?,1100,,0,,0,,Tephrochronology,,,,,,,,53.256,158.836
329010,Uinkaret Field,20703,Confirmed Eruption,United States,1,,1100,75,0,,0,,Anthropology,,,,,,,,36.38,-113.13
252130,Lolobau,15080,Confirmed Eruption,Papua New Guinea,4,,1100,30,0,,0,,Radiocarbon (uncorrected),,,,,,,,-4.92,151.158
282050,Kuchinoerabujima,16960,Confirmed Eruption,Japan,,,1100,100,0,,0,,Radiocarbon (corrected),,,,,,,,30.443,130.217
